1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,2
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,3
96,3
97,3
98,3
99,3
100,3
101,4
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,4
119,4
120,4
121,4
122,4
123,4
124,4
125,5
126,5
127,5
128,5
129,5
130,5
131,5
132,5
133,5
134,5
135,5
136,5
137,5
138,5
139,6
140,6
141,6
142,6
143,6
144,6
145,6
146,6
147,6
148,6
149,6
150,6
151,6
152,6
153,6
154,6
155,6
156,6
157,6
158,7
159,7
160,7
161,7
162,7
163,7
164,7
165,7
166,7
167,7
168,7
169,7
170,7
171,7
172,7
173,7
174,7
175,7
176,7
177,7
178,7
179,7
180,7
181,7
182,7
183,7
184,8
185,8
186,8
187,8
188,8
189,8
190,8
191,8
192,8
193,8
194,8
195,8
196,8
197,8
198,8
199,9
200,9
201,9
202,9
203,9
204,9
205,9
206,9
207,9
208,9
209,9
210,9
211,9
212,9
213,9
214,9
215,9
216,9
217,9
218,10
219,10
220,10
221,10
222,10
223,10
224,10
225,10
226,10
227,10
228,10
229,10
230,10
231,10
232,10
233,10
234,10
235,11
236,11
237,11
238,11
239,11
240,11
241,11
242,11
243,11
244,11
245,11
246,11
247,11
248,11
249,11
250,11
251,11
252,11
252,12
253,12
254,12
255,12
256,12
257,12
258,12
259,12
260,12
261,12
262,12
263,12
264,12
265,13
266,13
267,13
268,13
269,13
270,13
271,13
272,13
273,13
274,13
275,14
276,14
277,14
278,14
279,14
280,14
281,14
282,14
283,14
284,14
285,14
286,14
287,15
288,15
289,15
290,15
291,15
292,15
293,15
294,15
295,16
296,16
297,16
298,16
299,16
300,16
301,16
302,16
303,16
304,17
305,17
306,17
307,17
308,17
309,17
310,17
311,17
312,17
313,17
314,17
315,18
316,18
317,18
318,18
319,18
320,18
321,18
322,18
323,18
324,18
324,19
325,19
326,19
327,19
328,19
329,19
330,19
331,19
332,19
333,19
333,20
334,20
335,20
336,20
337,20
338,20
339,20
340,21
341,21
342,21
343,21
344,21
345,21
346,21
347,22
348,22
349,22
350,22
351,22
352,22
353,22
354,22
355,22
355,23
356,23
357,23
358,23
359,23
360,23
361,23
362,23
363,23
364,23
365,23
366,23
367,23
368,23
369,23
370,23
371,23
372,23
373,23
374,23
375,23
376,23
377,23
378,23
379,23
380,23
381,23
382,24
383,24
384,24
385,24
386,24
387,24
388,24
389,24
390,24
391,24
392,25
393,25
394,25
395,25
396,25
397,25
398,25
399,25
400,25
401,25
402,25
403,25
404,25
405,26
406,26
407,26
408,26
409,26
410,26
411,26
412,26
413,26
414,26
415,26
416,27
417,27
418,27
419,27
420,27
421,27
422,27
423,27
424,27
425,27
426,27
427,27
428,27
429,27
430,27
431,27
432,27
432,28
433,28
434,28
435,28
436,28
437,28
438,28
439,28
440,28
441,28
442,28
443,28
444,28
445,28
446,28
447,28
448,28
449,28
450,28
451,28
452,28
453,28
454,28
455,29
456,29
457,29
458,29
459,29
460,29
461,29
462,29
463,29
464,29
465,29
466,29
467,29
468,29
469,29
470,29
471,29
472,29
473,29
474,29
475,29
476,29
477,29
478,29
479,29
480,29
481,29
482,29
483,29
484,29
485,29
486,29
487,29
488,29
489,29
490,29
491,29
492,29
493,29
494,29
495,29
496,29
497,29
498,29
499,29
500,29
501,29
502,29
503,29
504,29
505,29
506,29
507,29
508,29
509,29
510,29
511,29
512,29
513,29
514,29
515,29
516,29
517,29
518,29
519,29
520,29
521,29
522,29
523,29
524,29
525,29
526,29
527,30
528,30
529,30
530,30
531,30
532,30
533,30
534,30
535,30
536,30
537,30
538,30
539,30
540,30
541,30
542,30
543,30
544,30
545,30
546,30
547,30
548,30
549,30
550,30
551,30
552,30
553,30
554,30
555,30
556,30
557,30
558,30
559,30
560,30
561,30
562,30
563,30
564,30
565,30
566,30
567,30
568,30
569,30
570,30
571,30
572,30
573,30
574,30
575,30
576,30
577,30
578,30
579,30
580,30
581,30
582,30
583,30
584,30
585,30
586,30
587,30
588,30
589,30
590,30
591,30
592,30
593,30
594,30
595,30
596,30
597,30
598,30
